,AAPL_Expected,AMC_Expected,BBBY_Expected,FIZZ_Expected,GME_Expected,LGND_Expected,NOKIA_Expected,VIAC_Expected,AAPL_Prediction,AMC_Prediction,BBBY_Prediction,FIZZ_Prediction,GME_Prediction,LGND_Prediction,NOKIA_Prediction,VIAC_Prediction
550,131.23065897986547,9.625,29.36,53.44,167.28,152.45,3.9135,70.30210472041551,136.31589,30.855362,37.371613,76.50944,167.27971,150.9504,30.98214,77.76105
551,131.22069083258253,9.63,29.09,52.75,166.56,153.06,3.87,70.00463460171134,140.42926,35.84746,35.387974,68.649994,166.55496,156.0207,33.748043,79.21391
552,131.41008563095835,9.735,29.03,52.45,164.86,152.63,4.0115,70.31202039103897,133.77275,35.066116,34.976467,68.79231,164.86858,155.59798,32.7142,84.26463
553,131.55960784020235,9.63,28.67,52.03,164.25,155.91,4.019,70.30210472041551,132.38748,33.80576,36.908955,82.18603,164.2456,153.41963,33.88636,81.3553
554,131.42005377824128,9.66,28.77,52.6,164.5,154.98,3.98,70.00463460171134,132.96689,34.767963,36.134663,73.80711,164.49925,161.89682,32.898468,83.979095
555,131.38018118910955,9.66,28.59,53.91,164.37,152.86,3.9755,70.31202039103897,139.64314,29.964817,36.235752,73.21149,164.3689,154.30455,28.77648,78.03077
556,131.36024489454363,9.19,28.65,52.85,158.89,154.31,3.985,69.65758612988984,134.36882,33.265057,37.73184,71.638435,158.89137,151.34523,29.866756,81.22999
557,133.89215430440964,9.225,29.02,53.03,157.2,154.6,3.92,70.31202039103897,152.7698,32.08766,35.996956,74.62082,157.20448,157.53186,33.108944,78.659676
558,134.02174021908783,9.16,30.87,52.95,157.1,153.96,3.96,71.2540091002688,163.82103,28.836742,36.339626,85.35515,157.0949,159.61649,32.54478,78.05606
559,133.46352397124335,9.16,30.44,52.73,157.13,153.29,3.9425,70.46075545039106,153.83492,33.75335,36.56505,77.70832,157.12875,158.45224,34.897907,79.7457
560,133.52333285494095,9.19,30.42,52.49,155.7,152.22,3.961,71.32341879463311,153.00307,28.309645,36.95349,82.80602,155.70119,154.33093,30.195671,78.72095
561,131.87858855325638,9.27,28.46,52.45,158.6,152.85,4.0775,70.46075545039106,151.26608,34.466667,35.90664,73.16202,158.59789,155.92926,29.552761,77.31799
562,132.52651812664726,9.28,29.36,52.75,158.53,152.64,4.0855,69.50885107053776,137.3349,33.621746,34.021103,65.31176,158.5255,152.6107,29.181976,78.63933
563,133.34390620384812,9.6,28.48,52.49,158.05,153.52,4.05,71.08544269966978,139.65892,32.898155,36.19791,72.57349,158.05103,149.70442,30.088316,83.35828
564,134.40052981583943,9.54,27.96,52.45,158.0,153.52,4.05,71.27384044151574,158.39034,27.70666,36.864525,72.82689,158.00464,155.62225,32.099148,78.973785
565,134.310816490293,9.505,27.82,51.97,158.09,157.7,4.06,71.59114190146686,155.58282,33.69352,36.63369,84.29286,158.09673,157.78783,31.950144,81.09689
566,133.80244097886322,9.55,27.42,52.3,157.87,158.95,4.0465,71.59114190146686,160.21402,31.55264,36.657078,75.530334,157.86984,159.21408,33.76624,78.475555
567,133.682823211468,9.66,27.56,51.98,156.5,159.55,4.019,70.89704495782382,149.03624,33.02619,38.583836,81.417076,156.49902,159.1685,35.684494,77.64808
568,133.5831417386386,9.79,27.5,52.0,158.41,158.88,3.942,70.20294801418079,153.66965,34.81136,37.356407,73.75479,158.41031,156.45872,34.928963,79.151634
569,133.682823211468,9.78,27.51,50.42,158.51,154.85,3.94,71.27384044151574,150.79851,33.698997,37.86724,68.170006,158.50957,159.20787,35.246998,87.516785
570,133.8821861571267,10.29,27.73,48.15,154.2,154.23,3.9265,81.48698118369178,160.6616,32.94161,37.350513,72.14886,154.20511,155.7779,29.44003,100.32844
571,133.67285506418503,10.43,27.5,48.74,154.25,154.1,3.99,82.9545004359656,152.45625,34.100292,37.966568,67.98958,154.23828,154.2033,34.363224,98.99746
572,135.28769492402083,10.31,28.0,48.66,153.55,154.68,3.9805,82.87517507097783,152.2747,33.405983,37.00829,61.520756,153.55038,151.61987,32.485313,97.57786
573,135.05842753651328,9.88,27.77,48.53,148.8,155.37,3.9925,82.30006617481646,153.12274,29.783491,37.312687,68.186554,148.7997,155.35152,33.45305,97.48063
574,135.0384912419474,10.01,28.5,47.94,150.77,154.99,4.009,82.30006617481646,151.91878,36.510994,37.073845,66.35176,150.76794,157.48752,32.020287,97.27199
575,135.6066756370748,10.0,28.06,48.37,151.35,155.11,4.035,82.79584970599005,152.01234,33.556255,39.639484,60.998943,151.34491,155.31665,34.12223,100.22895
